ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
1736	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Not employed, but looking for work;Student, full-time			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Recorded coding sessions;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow	Udemy;Coursera	3		Student			Given a list	Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit	Bangladesh			C;C++;HTML/CSS;Java;PHP;SQL	C++;HTML/CSS;Java;JavaScript;PHP;SQL	MongoDB;MySQL;Oracle	MongoDB;MySQL;Oracle;SQLite	VMware		Django				GNU GCC	GNU GCC	Code::Blocks;Eclipse;IntelliJ IDEA;Notepad++;PyCharm;Spyder;Sublime Text;Visual Studio Code	Code::Blocks;Eclipse;IntelliJ IDEA;Notepad++;PyCharm;Spyder;Sublime Text;Visual Studio Code	Other Linux-based;Ubuntu;Windows	Other Linux-based;Ubuntu;Windows	GitHub Discussions	GitHub Discussions;Stack Overflow for Teams	Google Chat;Google Meet;Telegram;Whatsapp;Zoom	Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp;Zoom	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, definitely	AI will help stack overflow in order to improve the system of stack overflow and also there are many people here who answer some questions in a ugly manner. By using AI it will be good chance to identify those users and keep them under provision.	No, but I plan to soon	Favorable		Neither trust nor distrust																											Appropriate in length	Easy	
1835	I agree	I am a developer by profession	18-24 years old	Not employed, but looking for work;Student, full-time			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow		2		Student			Investigate	Other (please specify):	Bangladesh			C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript	Dart;Kotlin;Python;Rust;TypeScript	Cloud Firestore;Firebase Realtime Database;MongoDB;Redis	MongoDB;Redis;Supabase	Cloudflare;Firebase;Oracle Cloud Infrastructure (OCI)	Amazon Web Services (AWS);Cloudflare;Oracle Cloud Infrastructure (OCI)	Express;Node.js;Solid.js	Deno;Express;Node.js	Flutter	Flutter	npm;Vite	Vite	Android Studio;Visual Studio Code	Android Studio;Neovim;Visual Studio Code	Android;Fedora	Android;Fedora			Discord;Telegram;Whatsapp	Discord;Slack;Telegram	ChatGPT	ChatGPT;Google Bard AI			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Neutral	Using AI technology to improve the current experience on Stack Overflow can provide many benefits to its users, such as suggesting better titles, relevant tags, and identifying duplicate questions. These improvements can make it easier for people to find and provide helpful answers, enhancing the overall experience on the platform.  ***WRITTEN BY AI***	No, but I plan to soon	Indifferent		Somewhat trust																											Appropriate in length	Neither easy nor difficult	
1846	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Certification videos				Developer, full-stack	20 to 99 employees	I have little or no influence			Bangladesh	"BDT	Bangladeshi taka"																										Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely		Yes	Favorable	Increase productivity;Greater efficiency;Improve accuracy in coding	Neither trust nor distrust	Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Learning about a codebase;Writing code;Documenting code;Debugging and getting help							Yes	Individual contributor	2.0	Agree	Disagree	Agree													Too long	Neither easy nor difficult	
1899	I agree	I am learning to code	Under 18 years old	Student, full-time;Not employed, and not looking for work			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Other (please specify):	Formal documentation provided by the owner of the tech;Books;Video-based Online Courses;Written-based Online Courses;Interactive tutorial		4							Bangladesh			HTML/CSS;JavaScript;PHP;TypeScript	Rust			Render		Node.js;Svelte;Vue.js	Deno;Laravel			APT;Cargo;pnpm;Vite	Bun;Composer	Neovim;Vim		Android;Debian				Discord		ChatGPT				Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Neutral	Explaining how answered codes work and giving further details	Yes	Very favorable	Increase productivity;Greater efficiency;Improve accuracy in coding	Somewhat trust	Learning about a codebase;Project planning;Documenting code	Writing code;Debugging and getting help	Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Debugging and getting help				Writing code																			Too long	Neither easy nor difficult	
2016	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Colleague;Hackathons (virtual or in-person);Online Courses or Certification		edX;Coursera	4	4	Academic researcher	20 to 99 employees	I have little or no influence		Research companies that have advertised on sites I visit	Bangladesh	"AUD	Australian dollar"		C++;Delphi	Cobol	Clickhouse	Firebase Realtime Database	Hetzner	Managed Hosting	Deno	Flask	.NET (5+) 	Apache Kafka	APT	Composer	Emacs	Fleet	ChromeOS	iOS	Basecamp	GitHub Discussions	Coolfire Core	Microsoft Teams	You.com		Whispr AI	Tabnine	Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Neutral	Not sure.	No, but I plan to soon	Unfavorable		Somewhat trust									No																		Appropriate in length	Neither easy nor difficult	
2577	I agree	I code primarily as a hobby	18-24 years old	Not employed, but looking for work			Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;Books;Written Tutorials		3		Student			Investigate	Start a free trial	Bangladesh			Rust	Rust	SQLite						Flutter		Cargo	Cargo	Visual Studio Code;VSCodium	Visual Studio Code	Android;Fedora;Windows;Windows Subsystem for Linux (WSL)		GitHub Discussions						GitHub Copilot		Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, somewhat		No, and I don't plan to																														Appropriate in length	Neither easy nor difficult	
2987	I agree	I am a developer by profession	18-24 years old	Employed, full-time	Remote	Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Friend or family member;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Stack Overflow;Certification videos		6	2	Developer, full-stack	2 to 9 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"	10000.0	Go	Go	MongoDB;MySQL;PostgreSQL	MongoDB;MySQL;PostgreSQL	Digital Ocean;Vercel	Digital Ocean;Vercel	Svelte	Svelte	TensorFlow	Electron;TensorFlow	Kubernetes;Make;Terraform	Kubernetes;Terraform	Goland;Sublime Text;Vim;Visual Studio Code	Goland;Sublime Text;Vim;Visual Studio Code	Ubuntu	Ubuntu	Jira	Jira	Telegram	Telegram	ChatGPT	ChatGPT	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Collectives on Stack Overflow	Daily or almost daily	Yes	Daily or almost daily	Yes, definitely	stack overflow should provide a AI chat bot simillar to ChatGPT	Yes	Very favorable	Increase productivity	Somewhat trust		Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 					Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 		Yes	Individual contributor	2.0	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	1-2 times a week	1-2 times a week	1-2 times a week	Over 120 minutes a day	Over 120 minutes a day	DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	93.0
3163	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc)			6	2	Developer, front-end	20 to 99 employees	I have some influence	Investigate	Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	10000.0	JavaScript;TypeScript	Go;JavaScript;TypeScript	MongoDB;PostgreSQL	MongoDB;PostgreSQL	Firebase	Amazon Web Services (AWS);Digital Ocean	Express;NestJS;Node.js;Nuxt.js;Vue.js	Express;NestJS;Node.js;Nuxt.js;Vue.js			npm;pnpm;Vite;Yarn	Kubernetes;pnpm;Vite;Yarn	Code::Blocks;Visual Studio Code	Visual Studio Code	Ubuntu	MacOS;Ubuntu	Notion	Notion	Discord;Google Chat;Google Meet;Zoom	Discord;Google Chat;Google Meet;Zoom	ChatGPT	ChatGPT			Stack Overflow	Daily or almost daily	Yes	A few times per week	Yes, somewhat	Yes	No, but I plan to soon	Indifferent		Neither trust nor distrust									Yes	Individual contributor	2.0	Agree					Neither agree nor disagree	Neither agree nor disagree		1-2 times a week	1-2 times a week		15-30 minutes a day	30-60 minutes a day	DevOps function;Automated testing	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	93.0
3172	I agree	I am a developer by profession	18-24 years old	Not employed, but looking for work;Student, part-time			Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum)	Online challenges (e.g., daily or weekly coding challenges);Interactive tutorial		2		Developer, full-stack					Bangladesh			JavaScript		MongoDB		Amazon Web Services (AWS);Microsoft Azure;Netlify;Vercel		Next.js;Node.js				npm		Visual Studio Code	Visual Studio Code	Windows	Windows	GitHub Discussions	GitHub Discussions	Discord	Discord	ChatGPT	ChatGPT	Tabnine	Tabnine	Stack Exchange	A few times per week	Yes	Multiple times per day	Yes, definitely		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning	Highly trust		Writing code;Documenting code		Writing code																							Too long	Easy	
3295	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Remote	Hobby;Contribute to open-source projects;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow		15	7	Developer, full-stack	2 to 9 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	700000.0	HTML/CSS;Java;JavaScript;PHP;SQL;Swift	Dart	MariaDB;MySQL		Cloudflare;Firebase;Linode, now Akamai		jQuery;WordPress				Gradle;Homebrew;Maven (build tool)		Android Studio;Code::Blocks;Visual Studio Code;Xcode		Android;iOS;iPadOS;MacOS;Windows	Android;iOS;iPadOS;MacOS;Other Linux-based;Ubuntu;Windows			Discord;Whatsapp;Zoom		ChatGPT				Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely		No, but I plan to soon	Indifferent		Somewhat trust									No																		Appropriate in length	Neither easy nor difficult	6508.0
3376	I agree	I am learning to code	18-24 years old	Not employed, but looking for work			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow	Other;Udemy;Pluralsight;Coursera	3		Developer, full-stack			Other	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh			HTML/CSS;JavaScript;SQL;TypeScript	HTML/CSS;JavaScript;SQL;TypeScript	MongoDB;SQLite	MongoDB;SQLite	Fly.io;Netlify	Fly.io;Netlify	Express;Node.js;React	Express;Node.js;React			Docker;npm;Webpack	Docker;npm	Neovim;Vim;Visual Studio Code	Neovim	Other Linux-based;Ubuntu;Windows;Other (Please Specify):	Other Linux-based;Other (Please Specify):			Discord;Google Meet;Microsoft Teams;Signal	Discord;Google Meet;Microsoft Teams;Signal					Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, definitely	Nothing wrong with useing AI if user privacy is respected.	No, and I don't plan to																														Appropriate in length	Easy	
3463	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Independent contractor, freelancer, or self-employed;Not employed, but looking for work;Student, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses;Freelance/contract work	Some college/university study without earning a degree	Books / Physical media;Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials	Codecademy;Udemy	4		Developer, full-stack			Investigate	Start a free trial;Visit developer communities like Stack Overflow	Bangladesh			JavaScript;PHP;SQL;TypeScript	JavaScript;PHP;SQL;TypeScript	MongoDB;MySQL;PostgreSQL;Redis	MongoDB;MySQL;PostgreSQL;Redis	Cloudflare;Managed Hosting	Cloudflare;Managed Hosting	Express;jQuery;Laravel;Node.js;React	Express;Next.js;Node.js;React	Flutter;React Native	React Native	npm;Vite;Webpack;Yarn	npm;Vite;Webpack;Yarn	PhpStorm;Visual Studio Code;WebStorm;Xcode	Visual Studio Code	Android;iPadOS;MacOS	MacOS;Ubuntu	GitHub Discussions;Markdown File;Wikis	GitHub Discussions;Wikis	Google Meet;Whatsapp;Zoom	Google Meet;Whatsapp;Zoom			Tabnine	GitHub Copilot	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Collectives on Stack Overflow	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	i think AI can help most of the hard questions or quick answers cases otherwise human can describe their previuos experience when there face the same problem	No, and I don't plan to																														Appropriate in length	Easy	
3609	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Bootstrapping a business;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial	Udemy	11	6	Senior Executive (C-Suite, VP, etc.)	100 to 499 employees	I have a great deal of influence	Other	Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	5500000.0	C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL	Go;Kotlin;R;Rust	Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis	Elasticsearch;Snowflake	Cloudflare;Google Cloud;Managed Hosting;Microsoft Azure;Netlify		FastAPI;Flask;Ruby on Rails	ASP.NET CORE;Django;React;Svelte;Vue.js	NumPy;Pandas;RabbitMQ		CMake;Docker;Homebrew;Kubernetes;Make;npm;NuGet;Pip;Terraform;Webpack		PyCharm;RubyMine;Vim;Visual Studio;Visual Studio Code		MacOS;Windows;Windows Subsystem for Linux (WSL)		Jira		Google Meet;Microsoft Teams;Slack		ChatGPT		GitHub Copilot		Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not at all	Fast and Better Search	No, but I plan to soon	Favorable		Neither trust nor distrust									Yes	People manager	6.0	Agree	Agree	Agree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	10+ times a week	1-2 times a week	30-60 minutes a day	Over 120 minutes a day	DevOps function;Microservices;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery	Information Services, IT, Software Development, or other Technology	Too long	Difficult	51133.0
3664	I agree	I am learning to code	35-44 years old	Employed, full-time	Hybrid (some remote, some in-person)	Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow		5		Developer, QA or test			Given a list	Visit developer communities like Stack Overflow	Bangladesh			Rust	Rust	SQLite	MongoDB			Django				Cargo;Gradle	Cargo	IPython;PyCharm;Visual Studio Code	Visual Studio Code	Ubuntu;Windows	Ubuntu;Windows	Stack Overflow for Teams	Stack Overflow for Teams	Discord;Google Meet;Whatsapp;Zoom	Discord;Google Meet;Whatsapp;Zoom	ChatGPT	ChatGPT	GitHub Copilot		Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely		Yes	Indifferent	Increase productivity	Somewhat trust	Writing code	Writing code;Debugging and getting help	Writing code	Writing code;Debugging and getting help					Yes	Individual contributor	10.0									1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	Less than 15 minutes a day	Automated testing	Information Services, IT, Software Development, or other Technology	Too short	Easy	
3668	I agree	I am a developer by profession	25-34 years old	Employed, full-time;Employed, part-time	Remote	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Online Courses or Certification		Coursera;Udacity	6	2	Developer, front-end	I don’t know	I have little or no influence		Start a free trial;Ask developers I know/work with	Bangladesh	"BDT	Bangladeshi taka"	600000.0	HTML/CSS;JavaScript;PHP;TypeScript	HTML/CSS;JavaScript;PHP;Python;TypeScript	MySQL	MySQL	Amazon Web Services (AWS)		Express;Next.js;Node.js;React	Express;Next.js;Node.js;React									Jira	Jira							Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, definitely	No don't take AI	Yes	Favorable	Increase productivity;Speed up learning	Somewhat distrust									Yes	Individual contributor	2.0	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Agree	Never	1-2 times a week	1-2 times a week	15-30 minutes a day	60-120 minutes a day	DevOps function;Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery	Information Services, IT, Software Development, or other Technology	Appropriate in length	Easy	5578.0
3672	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	Under 18 years old	Student, part-time;Not employed, and not looking for work			Some college/university study without earning a degree	Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written-based Online Courses;Interactive tutorial		2					Investigate	Start a free trial;Ask developers I know/work with;Ask a generative AI tool	Bangladesh			HTML/CSS;JavaScript;Python	Bash/Shell (all shells);C;Go;Lua;Rust;SQL;TypeScript			Netlify;Vercel	Vercel	Node.js;WordPress	Deno;Django;Next.js;React			Cargo;Chocolatey;CMake;GNU GCC;npm;Pacman;pnpm;Vite;Webpack	Bun;CMake;GNU GCC;Pacman;pnpm;Vite	Atom;Code::Blocks;Geany;Neovim;Vim;Visual Studio Code;VSCodium	Neovim;Visual Studio Code;VSCodium;WebStorm	Android;Arch	Arch	GitHub Discussions	GitHub Discussions	Discord	Discord	ChatGPT;Google Bard AI	ChatGPT;Google Bard AI	GitHub Copilot;Replit Ghostwriter;Tabnine	GitHub Copilot	Stack Overflow;Stack Exchange;Collectives on Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	They would help toxic mods & actually help newcomers	Yes	Favorable	Increase productivity;Speed up learning	Neither trust nor distrust	Project planning;Committing and reviewing code	Learning about a codebase;Writing code;Documenting code;Debugging and getting help	Testing code;Deployment and monitoring;Collaborating with teammates 	Writing code;Documenting code;Debugging and getting help				Learning about a codebase																			Appropriate in length	Easy	
4095	I agree	I am a developer by profession	18-24 years old	Employed, full-time	In-person	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Udemy;Coursera	6	1	Developer, mobile	10,000 or more employees	I have little or no influence		Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	732000.0	Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;PHP;Python;R;SQL;Swift	Bash/Shell (all shells);C;C++;Go;Java;Kotlin;Python;SQL;Swift	Firebase Realtime Database;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite	Firebase Realtime Database;MariaDB;MongoDB;PostgreSQL;SQLite	Amazon Web Services (AWS);Digital Ocean;Heroku;Microsoft Azure	Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure	Django;Flask;jQuery;Laravel;Spring Boot	Django;Flask;Spring Boot	Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Qt;Scikit-Learn;Spring Framework;SwiftUI;TensorFlow;Torch/PyTorch	Flutter;Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Qt;Scikit-Learn;Spring Framework;SwiftUI;Torch/PyTorch	CMake;Composer;Docker;GNU GCC;Google Test;Gradle;Homebrew;LLVM's Clang;npm;Pacman;Pip	CMake;Docker;GNU GCC;Gradle;Homebrew;Kubernetes;LLVM's Clang;Pacman;Pip;Unity 3D;Unreal Engine	Android Studio;Atom;CLion;Code::Blocks;Eclipse;Emacs;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Kate;Nano;Neovim;Netbeans;Notepad++;PyCharm;Qt Creator;RStudio;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode	Android Studio;Emacs;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Kate;PyCharm;Qt Creator;Vim;Visual Studio Code;Xcode	Android;Arch	iOS;MacOS;Windows	Confluence;Jira;Markdown File;Notion;Trello	Jira;Markdown File;Notion	Discord;Google Meet;IRC;Jitsi;Mattermost;Microsoft Teams;Signal;Skype;Slack;Telegram;Whatsapp;Zoom	Discord;Google Meet;Slack;Whatsapp;Zoom	ChatGPT;Google Bard AI;WolframAlpha;You.com	Bing AI;ChatGPT;Google Bard AI;WolframAlpha	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	Other than using AI to suggest titles for questions, it can suggest grammatical corrections, proper code formatting, and a hint on how good the question representation is, and how it can be improved. The similar question recommendation algorithm should be improved as it often suggests wrong questions.	Yes	Favorable	Increase productivity;Greater efficiency;Improve collaboration	Neither trust nor distrust	Learning about a codebase;Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Writing code;Debugging and getting help	Testing code		Writing code;Debugging and getting help				Yes	Individual contributor	1.0	Agree	Disagree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Never	3-5 times a week	Never	30-60 minutes a day	30-60 minutes a day	DevOps function;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	6805.0
